date,aod550,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,AOT,WVP,no2,so2,co,hcho,o3,ai,temp,dew,humi,preci,press,wspeed,wdirn,surf_water,soil_water,evapo,so_rad,t_rad,lei_h,lei_l,blh,sin,cos,site
2024-07-28,,647.5508699126912,723.7082934303265,1012.419429507932,834.574792934449,1351.570950227701,2243.452723124337,2688.369952021711,2525.5509885241,2874.011198951191,2815.3086996819065,1941.632406504438,1252.232545379273,375.4507503769202,6689.894969147076,1.6072820977919915e-05,,0.0358145635874993,0.0001887571406957,0.124072675060135,-1.4302546514805508,30.71,26.37,77.72,1.07,98605.62,2.97,175.68,0.0001,0.3479,-0.004831,18138299.02,39349890.16,0.0,1.8217,569.04,-0.4537030860313442,-0.8911529104063088,birgunj
2024-07-29,0.3823469187331205,,,,,,,,,,,,,,,2.6302439286803483e-05,,0.0346149380010672,0.0002396055705056,0.1274198544900041,-0.2180819426685265,30.41,26.59,80.06,12.1,98667.59,1.67,187.88,0.0002,0.367,-0.004121,15614699.13,39346605.65,0.0,1.8331,479.38,-0.4689651910076318,-0.8832166493127127,birgunj
2024-07-30,,,,,,,,,,,,,,,,2.659236206943325e-05,,0.0365773016663432,0.0002607414104416,0.1278287675265884,-0.6871346633982867,30.14,26.48,80.82,21.06,98811.82,1.84,179.86,0.0001,0.3909,-0.004908,19296924.52,39392043.05,0.0,1.8444,445.54,-0.4840885216389758,-0.8750190302029955,birgunj
2024-07-31,0.3225113195954249,,,,,,,,,,,,,,,2.9619333673356647e-05,0.0001047795846382,0.0342427133083596,0.0001766562806101,0.1263608273527359,0.0409639853783719,29.96,26.32,80.91,2.87,98804.37,1.21,177.88,0.0001,0.4035,-0.004968,20777470.16,38851028.61,0.0,1.8556,336.77,-0.4990686026885319,-0.8665624788845385,birgunj
2024-08-01,,,,,,,,,,,,,,,,3.2103027557944154e-05,,0.038118149479975,0.0001710974588477,0.1280095517380486,-0.9227198109994478,29.61,26.4,82.89,8.44,98700.63,1.7,190.67,0.0001,0.3992,-0.004435,18992015.54,38606865.6,0.0,1.8669,414.43,-0.5139010013093103,-0.8578494977869301,birgunj
2024-08-02,0.3907883337592641,,,,,,,,,,,,,,,3.069409040062769e-05,,0.0346656269817448,6.587225456414167e-05,0.1271804104869125,-1.4720984212756052,29.03,24.2,75.25,1.18,98597.86,4.26,177.71,0.0001,0.388,-0.004724,16835443.26,38324549.04,0.0,1.8782,973.26,-0.5285813283559292,-0.8488826652214553,birgunj
2024-08-03,,,,,,,,,,,,,,,,,,,,0.1240367119988686,-0.7613244880212606,27.09,23.18,79.21,2.38,98953.36,6.16,170.49,0.0001,0.3825,-0.004094,13066234.56,38031907.82,0.0,1.8895,971.85,-0.5431052396834317,-0.8396646346181327,birgunj
2024-08-04,,,,,,,,,,,,,,,,2.142206338302435e-05,,0.0346494368201864,6.11741964348957e-05,0.1226589059035535,-0.2244229820225213,28.0,25.06,84.12,8.84,99159.23,3.44,171.4,0.0002,0.3883,-0.00407,15529590.78,38287325.97,0.0,1.9008,525.97,-0.5574684374327892,-0.8301981337405212,birgunj
2024-08-05,,,,,,,,,,,,,,,,2.280471797590365e-05,,0.0360679741675361,9.881897109835898e-05,0.1229534293062828,-1.0862889194856484,28.16,26.01,88.12,11.43,99052.37,1.06,156.75,0.0003,0.4139,-0.003774,15783686.97,38877751.76,0.0,1.9121,365.63,-0.5716666713027052,-0.8204859638785327,birgunj
2024-08-06,,,,,,,,,,,,,,,,,,,,0.121295788780555,-1.1258191153636388,27.18,25.74,91.87,18.83,99002.97,1.75,171.62,0.0003,0.4181,-0.001881,6971163.74,38657977.54,0.0,1.9235,341.42,-0.5856957398073508,-0.8105309990194823,birgunj
2024-08-07,,1092.9279672110429,1000.737914401648,1192.121548570482,980.650641888033,1451.27022478824,2578.953643730211,3177.5288883755493,2946.532349094091,3312.880703305547,3302.832064927913,2059.454397261062,1361.026378371345,574.1362755943853,5882.452794896673,2.671659344854588e-05,,0.0346908717482795,0.0001359560640081,0.1217677275602404,-1.7439548343076243,27.56,25.45,88.32,17.5,99064.75,2.38,176.12,0.0003,0.4207,-0.002947,10215481.02,38715936.32,0.0,1.9348,472.74,-0.5995514915196489,-0.8003361849976323,birgunj
2024-08-08,0.4184186046511628,,,,,,,,,,,,,,,1.7237711138210897e-05,,0.0358364714952392,8.96811224891348e-05,0.1205867555790291,-1.0880849115150433,27.49,25.29,87.86,5.66,99174.63,3.08,170.12,0.0002,0.4152,-0.003615,14524283.06,38075487.54,0.0,1.9461,515.89,-0.6132298262997502,-0.7899045386224707,birgunj
2024-08-09,,,,,,,,,,,,,,,,3.862210777495426e-05,,0.0348873359019847,0.0002552770237231,0.1231440432767766,-0.333723718787156,27.67,25.29,86.91,8.4,99240.24,2.38,175.66,0.0002,0.4159,-0.003359,13488526.55,38296883.65,0.0,1.9574,463.04,-0.6267266965083301,-0.7792391467859886,birgunj
2024-08-10,0.4473169360505973,,,,,,,,,,,,,,,2.6307770494050185e-05,,0.0344403347330111,0.0001376947892894,0.1233758607281561,-0.7938865540898009,27.56,25.76,89.94,7.91,99113.45,1.91,174.22,0.0003,0.4209,-0.003166,12640006.36,38636204.78,0.0,1.9687,451.07,-0.6400381082043503,-0.7683431655492202,birgunj
2024-08-11,,,,,,,,,,,,,,,,,,0.0358800059543649,,0.1241652387022079,-1.0800025701189713,26.49,25.65,95.14,21.52,99059.54,1.89,170.96,0.0004,0.4259,-0.001627,5341880.89,38582856.28,0.0,1.98,294.47,-0.65316012232693,-0.7572198192083127,birgunj
2024-08-12,,,,,,,,,,,,,,,,2.4659697812249748e-05,,0.0374869256536651,0.000111041468218,0.1249759780568957,-1.550626476028963,28.13,26.02,88.35,5.38,99122.61,0.98,177.6,0.0003,0.413,-0.003706,16179418.52,38544984.82,0.0,1.9913,312.21,-0.666088855860977,-0.7458723993404063,birgunj
2024-08-13,,,,,,,,,,,,,,,,2.608288213490161e-05,0.0001535986851485,0.0411092855235638,0.0001001264987633,0.1240158118729912,-1.1599798294018029,28.17,26.28,89.51,8.42,99241.75,1.29,177.3,0.0002,0.4089,-0.003086,12841469.18,38685212.48,0.0,2.0026,327.59,-0.6788204829862355,-0.734304263829602,birgunj
2024-08-14,,,,,,,,,,,,,,,,,,,,0.1208525122058485,0.1080634972546275,27.49,26.35,93.51,7.94,99246.93,0.69,216.2,0.0003,0.4195,-0.001806,7358223.18,38236266.78,0.0,2.0139,157.21,-0.6913512362094071,-0.722518835873311,birgunj
2024-08-15,,,,,,,,,,,,,,,,,,,,0.1246222528808988,-0.6534868154826496,29.03,26.24,84.98,5.14,99101.71,1.02,157.08,0.0002,0.4064,-0.004294,18202787.31,38618885.02,0.0,2.0252,312.77,-0.7036774074790128,-0.7105196029692745,birgunj
2024-08-16,,,,,,,,,,,,,,,,1.764972925084804e-05,,0.0397109040808181,0.0001162582698447,0.1278665062797894,-1.1752188043110647,29.25,26.01,82.73,6.11,99114.41,1.26,175.6,0.0002,0.4035,-0.004756,19251357.51,38480571.86,0.0,2.0357,339.57,-0.7157953492826642,-0.6983101158835584,birgunj
2024-08-17,0.3479318471337579,545.9407806465161,662.4215889632576,924.452151255064,752.6583462107545,1272.8936045752769,2490.8122462883434,3081.157303608324,2939.892490269596,3266.831664814076,3200.593293618137,2067.3833295037025,1392.5222381292629,334.8120664110882,6007.4832044003015,2.404050541927149e-05,,0.0387598236329046,0.0002687759160049,0.1275880279468871,-1.0889550193255175,29.61,25.89,80.46,7.4,99199.29,0.37,188.37,0.0001,0.3979,-0.005162,21169615.25,38585580.09,0.0,2.0462,428.05,-0.7277014757264236,-0.6858939875998223,birgunj
2024-08-18,0.1123441812379196,537.7293922703601,650.9892795917582,914.180140683306,742.0061230888634,1257.5674543075531,2470.925051628579,3047.9728441348016,2903.989623177336,3228.0478867569705,3171.3625350190405,2020.416761321446,1356.2590098554222,334.6332163477071,5989.642902903893,3.648390399023693e-05,1.873257698255845e-05,,0.0002213212947762,0.1267663011676503,-0.68815949927906,28.36,25.42,84.14,2.21,99262.95,0.3,253.57,0.0001,0.4032,-0.003104,12808652.06,37978924.01,0.0,2.0566,255.21,-0.7393922635959241,-0.673274892250183,birgunj
2024-08-19,,545.9810956475845,647.5154548598406,909.534287807415,735.9192454902285,1243.5716485825028,2443.0521011509554,2995.562670910228,2838.078377231855,3158.244660074205,3126.31224420593,1917.8401300911244,1271.6333081339394,341.80430090041443,5964.484497478142,3.797252708569204e-05,,,7.528103270378418e-05,0.126787419171935,-0.7756796864112645,28.48,25.73,85.08,7.52,99163.23,0.76,186.78,0.0001,0.3993,-0.003956,17607017.49,38083400.71,0.0,2.0671,322.51,-0.7508642533989489,-0.6604565640279754,birgunj
2024-08-20,,568.9197559306677,651.6061478676746,910.2627222662315,734.2885097382385,1231.111531489834,2413.060733025957,2937.491015316504,2763.2833290384788,3078.9013994656816,3076.509244438639,1797.8766142350785,1170.6857615526478,350.89303418156027,5932.749402432677,,,,0.0003265909316878,0.1257747967376281,-0.622037694573634,26.63,24.48,87.99,10.53,99342.04,1.3,262.36,0.0003,0.4132,-0.001836,5733105.48,37785855.17,0.0,2.0775,197.78,-0.7621140503891487,-0.6474427960827475,birgunj
2024-08-21,,604.7692382720885,662.8673917154296,916.1135736985956,737.0047121562824,1220.392447119254,2386.818285424067,2887.322108735529,2700.7290552025324,3011.497519631299,3033.020358977001,1698.7493921756477,1085.4569986993806,356.46713030349406,5895.17903207712,,,0.037223652421562,,0.1250315985764816,-0.5874280440957158,27.46,24.73,85.11,4.67,99337.33,0.15,189.48,0.0002,0.4083,-0.002725,11858604.91,37921431.54,0.0,2.0879,244.56,-0.7731383255706026,-0.6342374393978054,birgunj
2024-08-22,0.3589306013502905,651.7534078243251,680.9052195032754,926.8349717433484,743.9586490677484,1211.6197395604715,2370.192096515769,2858.620182549208,2671.5401323293418,2977.5124352709586,3006.9124110808493,1658.681642335173,1047.9876481619715,353.0943033785658,5852.514800721097,2.600461106083205e-05,0.0002109559543773,0.0356250938220909,0.0002489144994188,0.1250105871998534,-0.996268020314138,27.88,25.2,85.41,20.88,99241.63,0.56,248.89,0.0002,0.4077,-0.002615,10728843.89,38133456.85,0.0,2.0984,264.91,-0.7839338166829201,-0.620844401650647,birgunj
2024-08-23,,740.7021378214154,726.3381312153443,956.5758185994204,769.2109698521994,1227.4287271743312,2396.601122486736,2910.6297848642994,2708.705604730043,3034.002916111208,3064.1244853303315,1675.8873183457365,1070.6504715811936,337.6722510907258,5785.402678355158,2.2346493618015155e-05,3.5717584592961615e-05,,0.0001811391112718,0.1241226502081989,-1.7999369577718587,28.07,25.42,85.57,9.88,99273.67,1.99,183.08,0.0002,0.4018,-0.003412,14287309.26,37854926.15,0.0,2.1089,439.38,-0.7944973291665992,-0.6072676460566135,birgunj
2024-08-24,0.3757183098591549,880.6092996524582,805.3363046040427,1009.4443956804708,817.0736388402141,1276.5270676253374,2473.2701307145344,3053.5548862255628,2804.668968074168,3182.730541897166,3220.877483018217,1714.2563581560996,1128.6154712592147,314.67807401504643,5686.902264163872,1.883152178295705e-05,0.0001398441097524,0.035995775221732,0.0001287426493235,0.1255181838870445,-0.4321442778480058,28.98,25.18,80.0,6.8,99226.63,3.41,173.62,0.0002,0.401,-0.005403,20931843.68,37940354.18,0.0,2.1194,701.35,-0.8048257371083452,-0.593511190196115,birgunj
2024-08-25,0.4133975380159305,1036.9447557025233,895.8332894219504,1070.1279014474326,872.8144247817064,1338.228613958687,2566.775176157489,3227.398851671896,2919.736476004636,3362.2319423565937,3413.6609524732776,1760.5259166636254,1198.1191367759598,290.0485906005608,5576.375416247895,3.229624248239188e-05,8.617478825902441e-06,0.0406074619819138,0.0001493488597416,0.1294922631391259,-0.289048014750121,28.68,25.18,81.42,5.0,99077.15,2.6,177.41,0.0001,0.4031,-0.004588,19252517.1,37764474.12,0.0,2.1297,463.87,-0.8149159841660791,-0.5795791048257612,birgunj
2024-08-26,0.4467926952992898,1175.1783683566805,975.7626354216472,1123.3135343612385,921.7010964265892,1391.847219219576,2643.692313773926,3372.1650462421985,3014.214382164362,3511.0437472172503,3578.9644420242817,1801.4331487656734,1255.3979577113537,269.72061929630155,5473.183992707879,2.983132620830644e-05,,0.036430253702397,0.0001837172651254,0.1289605627304564,-0.7116484492039024,28.9,24.85,78.81,5.19,99144.42,2.88,179.32,0.0001,0.3996,-0.004676,18507565.68,37903498.88,0.0,2.1402,715.74,-0.8247650844733614,-0.5654755126737576,birgunj
2024-08-27,0.3287303896103896,1260.78,1023.0578923557132,1153.6884928828215,949.0014225247764,1416.696736453202,2670.597598522168,3427.8568349753696,3048.4089401962688,3567.7025862068967,3653.2775,1823.715209359606,1276.6884236453202,259.63097855130195,5396.689851644481,2.934239403438357e-05,,0.0382378614181527,0.0001604454948631,0.1214403101352012,-1.1910561981140897,28.56,24.41,78.32,1.26,99325.4,3.67,175.38,0.0001,0.3825,-0.004943,18569378.53,37719804.62,0.0,2.1506,691.59,-0.8343701235229538,-0.5512045872199277,birgunj
2024-08-28,0.4526875000000001,,,,,,,,,,,,,,,1.912896098545861e-05,0.0001337646399915,0.0331642954454728,0.0001586795291097,0.1250440757158429,-1.1793478235581158,28.72,25.56,83.09,7.17,99270.19,0.91,161.16,0.0002,0.3902,-0.004569,19637480.46,37947506.51,0.0,2.1611,354.74,-0.8437282590292712,-0.5367705514607103,birgunj
2024-08-29,,,,,,,,,,,,,,,,1.6849058679513374e-05,,0.0382011757684675,0.0001785567331799,0.1275397391405514,-1.1681420074347673,28.74,26.17,86.02,7.61,99266.32,0.62,175.55,0.0002,0.4003,-0.004155,18205892.99,37812431.06,0.0,2.1716,328.43,-0.8528367217694595,-0.522177676659508,birgunj
2024-08-30,0.2725620807946342,,,,,,,,,,,,,,,2.5718146728956767e-05,0.0004643901492051,0.0363402100798899,0.0003025405105586,0.1250532345108669,-0.1810129010919073,29.75,26.48,82.63,1.55,99263.81,0.25,127.56,0.0001,0.3861,-0.004481,19884445.79,38233132.04,0.0,2.182,354.85,-0.8616928164028522,-0.5074302810827518,birgunj
2024-08-31,0.4171615681615682,,,,,,,,,,,,,,,2.5326384991832736e-05,,0.0391130857034216,0.0002723242814584,0.1273495069991369,-0.5822320684321219,29.67,26.33,82.29,21.65,99246.36,1.45,168.89,0.0002,0.3934,-0.004858,19970998.97,38581289.34,0.0,2.1924,454.54,-0.8702939222685674,-0.4925327287220543,birgunj
2024-09-01,,,,,,,,,,,,,,,,,,,,0.1236634004782577,-0.7329553390591994,26.87,25.68,93.21,15.26,99435.29,2.59,186.15,0.0004,0.4184,-0.002197,6822238.64,37968219.04,0.0,2.2028,403.83,-0.8786374941610001,-0.4774894280028391,birgunj
2024-09-02,0.3253068704044117,,,,,,,,,,,,,,,2.475150916111733e-05,0.0002109096146423,0.0343931228024143,0.0002209034124194,0.1284708852926727,-1.0742402292119793,28.82,25.55,82.57,2.82,99406.2,1.82,187.36,0.0001,0.4006,-0.004716,19552235.34,37713212.03,0.0,2.2132,340.32,-0.886721063082993,-0.4623048304798108,birgunj
2024-09-03,,,,,,,,,,,,,,,,2.5779099692187643e-05,,0.0412245776440837,0.0001986769927757,0.1297636264404814,-1.2127429221478017,29.08,25.79,82.52,11.09,99385.97,1.38,172.53,0.0002,0.4024,-0.004665,19573536.81,38102637.87,0.0,2.2238,375.87,-0.8945422369764496,-0.4469834295196741,birgunj
2024-09-04,0.3831596327663513,,,,,,,,,,,,,,,2.369812591757345e-05,1.8607217700138163e-05,0.0389640319141318,0.0002384137565218,0.1271714335818186,-0.8126214284096277,28.16,25.57,85.89,4.75,99077.39,0.95,198.14,0.0002,0.4089,-0.004128,17660643.45,38017784.16,0.0,2.2342,294.09,-0.9020987014301836,-0.4315297589714714,birgunj
2024-09-05,,,,,,,,,,,,,,,,3.3122831118368245e-05,,,0.0002861281906989,0.1279944934156959,-0.6156087423812069,27.35,25.24,88.29,22.36,99099.35,1.83,175.4,0.0003,0.4179,-0.003427,13299544.1,38177375.13,0.0,2.2446,353.81,-0.9093882203647924,-0.4159483918249421,birgunj
2024-09-06,0.3600110153256705,,,,,,,,,,,,,,,2.422393287632005e-05,,0.0429635684488332,0.0002279900307387,0.1286886230673087,-0.7042039616287813,27.63,25.36,87.49,5.53,99213.16,1.11,178.39,0.0003,0.4124,-0.003201,12692801.15,38152868.64,0.0,2.255,309.89,-0.9164086366943458,-0.4002439388573056,birgunj
