date,temp,dew,humi,preci,press,wspeed,wdirn,surf_water,soil_water,evapo,so_rad,t_rad,lei_h,lei_l,blh,sin,cos
2000-01-01,16.22,10.95,70.96,0.0,99681.07,0.64,290.25,0.0,0.1443,-0.001385,13737016.62,26325850.9,2.5004,2.323,333.28,0.017201575418260506,0.9998520419557735
2000-01-02,16.46,10.45,67.61,0.0,99586.35,0.66,308.98,0.0,0.1431,-0.001573,14834635.3,26062709.56,2.4996,2.317,264.69,0.03439806061360801,0.9994082116062598
2000-01-03,16.48,11.67,73.24,0.0,99396.9,0.59,333.26,0.0,0.1418,-0.001475,15014577.35,25979190.98,2.4987,2.3111,257.72,0.051584366869408364,0.9986686402879997
2000-01-04,15.96,11.9,76.8,0.0,99500.97,0.43,338.77,0.0,0.1408,-0.001383,15101506.22,25871313.49,2.4979,2.3051,270.9,0.06875540848113941,0.9976335468520451
2000-01-05,15.65,11.41,75.85,0.0,99482.37,0.48,356.18,0.0,0.14,-0.001347,14637683.47,26126438.08,2.4971,2.2991,241.85,0.08590610426133272,0.9963032375991965
2000-01-06,14.8,10.82,77.07,0.0,99402.63,0.27,12.91,0.0,0.1393,-0.001243,13940665.45,26378426.26,2.4963,2.2931,240.06,0.10303137904317879,0.9946781061893646
2000-01-07,15.28,10.82,74.72,0.0,99450.56,0.54,334.21,0.0,0.1387,-0.001208,13036386.46,26727517.51,2.4954,2.2872,313.84,0.1201261651823505,0.9927586335250793
2000-01-08,15.17,10.43,73.32,0.0,99375.87,0.35,342.7,0.0,0.138,-0.001233,13466230.39,26845087.54,2.4945,2.2812,318.65,0.13718540405660057,0.9905453876091833
2000-01-09,15.42,10.71,73.51,0.01,99347.52,0.3,317.64,0.0,0.1375,-0.001161,12398551.7,27544797.9,2.4937,2.2753,354.23,0.1542040475626894,0.988039023376751
2000-01-10,15.72,11.15,74.3,0.0,99330.1,0.42,315.17,0.0,0.137,-0.001171,12738186.0,27373782.97,2.4929,2.2693,317.91,0.17117705961019986,0.985240282501282
2000-01-11,16.26,11.59,73.9,0.0,99388.25,0.45,305.61,0.0,0.1363,-0.001336,14398522.12,26854957.64,2.4921,2.2634,289.52,0.18809941761179758,0.9821499931752291
2000-01-12,17.67,13.0,74.1,1.43,99297.71,0.26,295.42,0.0001,0.1395,-0.001462,15482729.18,27978515.58,2.4912,2.2574,231.17,0.20496611396949532,0.9787690698649216
2000-01-13,16.76,13.84,82.88,3.81,99172.17,0.75,301.05,0.0003,0.1723,-0.001679,13306690.0,28466690.03,2.4904,2.2515,196.47,0.22177215755648186,0.975098513039961
2000-01-14,16.8,12.28,74.73,0.05,99125.14,0.99,327.76,0.0001,0.1866,-0.001689,13733475.81,27055314.53,2.4895,2.2455,330.16,0.23851257519407648,0.9711394088771653
2000-01-15,16.51,9.73,64.23,0.0,99283.79,0.87,334.15,0.0,0.1801,-0.001866,16297675.43,24958142.66,2.4888,2.2395,269.74,0.2551824131233728,0.9668929289391521
2000-01-16,15.27,6.67,56.48,0.0,99519.61,1.1,359.87,0.0,0.1736,-0.001853,16107878.14,24273877.59,2.4891,2.2417,313.23,0.2717767384711357,0.9623603298276545
2000-01-17,13.64,7.54,66.64,0.0,99580.72,0.71,20.89,0.0,0.1682,-0.00159,16434595.99,24289614.54,2.4895,2.2443,320.85,0.2882906407095177,0.9575429528116719
2000-01-18,13.53,8.96,73.86,0.0,99573.56,0.06,26.99,0.0,0.1638,-0.001453,15868287.71,25399167.95,2.4899,2.2468,290.02,0.3047192331091634,0.9524422234305676
2000-01-19,15.53,10.35,71.24,0.0,99139.18,0.35,339.13,0.0,0.1598,-0.001549,15863877.98,26099502.89,2.4904,2.2494,327.65,0.321057654185271,0.9470596510722283
2000-01-20,16.26,11.65,74.2,0.29,98964.69,0.39,65.59,0.0,0.1587,-0.000986,10560662.86,29338216.67,2.4909,2.252,351.09,0.3373010691361842,0.9413968285264122
2000-01-21,15.99,10.9,71.79,0.07,99507.72,0.47,193.38,0.0,0.1578,-0.000873,8668310.45,28543507.25,2.4913,2.2544,430.82,0.3534446712740877,0.9354554315134164
2000-01-22,15.63,10.38,70.94,0.0,99462.66,0.6,268.01,0.0,0.1554,-0.001174,11554106.19,27501380.55,2.4917,2.257,413.18,0.3694836834473831,0.9292372181882051
2000-01-23,15.59,11.7,77.7,2.11,99461.3,0.82,281.82,0.0002,0.1628,-0.00104,10281793.78,29055394.19,2.4921,2.2596,317.96,0.38541335945432564,0.9227440286201427
2000-01-24,15.8,11.65,76.4,0.65,99707.22,0.54,292.59,0.0001,0.1774,-0.001328,10531672.69,28420183.18,2.4925,2.262,381.19,0.4012289854475009,0.9159777842484877
2000-01-25,16.73,10.34,65.97,0.0,99866.0,0.48,298.39,0.0,0.1745,-0.001416,12727457.1,27661380.98,2.493,2.2646,390.07,0.4169258813287287,0.908940487313808
2000-01-26,16.86,10.82,67.58,0.0,99780.52,0.6,311.02,0.0,0.1689,-0.001758,16404196.58,26759349.98,2.4934,2.2672,383.08,0.4324994021339788,0.901634220265486
2000-01-27,16.29,11.3,72.32,0.26,99602.46,0.77,317.32,0.0,0.1647,-0.001607,15371962.52,26768707.44,2.4939,2.2697,352.24,0.44794493940789115,0.8940611451454876
2000-01-28,16.79,10.95,68.45,6.49,99406.63,0.92,347.95,0.0002,0.1861,-0.001716,15790864.13,27213550.68,2.4943,2.2723,360.06,0.4632579225674917,0.88622350294858
2000-01-29,15.72,10.94,73.22,0.03,99426.09,0.58,339.6,0.0001,0.2342,-0.001592,12754761.61,27027602.75,2.4948,2.2749,395.11,0.4784338202547012,0.8781236129591848
2000-01-30,16.52,11.25,71.03,0.03,99705.67,0.34,219.16,0.0,0.2218,-0.001437,12483727.97,28218881.69,2.4951,2.2774,448.36,0.49346814167723735,0.8697638720650646
2000-01-31,15.81,10.31,69.84,0.02,99732.91,0.85,231.92,0.0,0.2124,-0.001304,10751334.7,27847608.07,2.4956,2.2799,512.11,0.5083564379375122,0.8611467540480452
2000-02-01,15.74,11.39,75.38,5.8,99445.52,1.2,234.47,0.0002,0.2259,-0.001575,12802670.61,28203939.8,2.496,2.2824,430.99,0.5230943033491326,0.8522748088519838
2000-02-02,16.32,12.48,78.0,1.01,99559.16,0.46,192.72,0.0002,0.264,-0.001871,13423416.4,28639007.35,2.4965,2.285,335.29,0.5376773767406141,0.8431506618282
2000-02-03,16.01,11.59,75.09,0.08,99594.52,0.57,339.51,0.0001,0.2498,-0.001607,12966995.85,27342989.66,2.4968,2.2875,386.05,0.5521013427459208,0.8337770129585915
2000-02-04,16.52,11.17,70.68,0.01,99355.8,0.3,290.67,0.0,0.2354,-0.00171,14472609.84,27239127.09,2.4974,2.29,395.78,0.5663619330814524,0.8241566360566663
2000-02-05,15.74,12.01,78.5,4.65,99296.26,1.03,237.15,0.0002,0.2381,-0.001511,11605126.02,29289617.27,2.4977,2.2926,299.29,0.580454927809098,0.8142923779467267
2000-02-06,16.0,12.54,79.95,1.09,99354.19,0.6,274.18,0.0002,0.2695,-0.001765,12951116.48,28164160.74,2.4982,2.2952,292.66,0.5943761565849831,0.804187157621448
2000-02-07,16.35,12.39,77.39,0.76,99301.12,0.67,328.38,0.0001,0.2601,-0.001817,13844053.73,27427137.58,2.4986,2.2976,343.51,0.6081214998935418,0.7938439653781019
2000-02-08,16.22,11.44,73.3,0.14,99284.79,0.65,353.39,0.0,0.247,-0.001702,14107626.71,27407516.51,2.4991,2.3003,366.71,0.6216868902665479,0.7832658619336791
2000-02-09,16.23,10.68,69.67,0.26,99249.13,0.73,358.48,0.0,0.2352,-0.001934,15418907.98,27127291.95,2.4994,2.3028,414.04,0.6350683134867438,0.7724559775191742
2000-02-10,16.25,10.52,68.82,0.02,99366.58,0.18,304.15,0.0,0.2244,-0.001683,14254346.43,26882721.79,2.4999,2.3053,406.89,0.6482618097757122,0.7614175109532997
2000-02-11,16.04,10.47,69.54,1.38,99309.15,0.7,203.75,0.0001,0.2173,-0.001976,16273402.01,27562498.72,2.5003,2.3079,363.17,0.6612634749656386,0.7501537286959042
2000-02-12,17.19,11.88,70.95,0.27,99414.73,0.47,307.25,0.0001,0.2188,-0.002063,15237250.64,27855160.32,2.5008,2.3105,395.58,0.6740694616546161,0.7386679638813748
2000-02-13,17.57,11.39,67.06,0.03,99412.3,0.82,13.02,0.0,0.209,-0.002162,17419483.25,27031367.87,2.5012,2.313,466.45,0.6866759803451553,0.726963615332308
2000-02-14,16.17,10.8,70.48,0.04,99457.32,1.11,30.62,0.0,0.1992,-0.002024,17944885.33,26149414.95,2.5017,2.3155,414.72,0.6990793005655562,0.7150441465537444
2000-02-15,16.15,10.93,71.21,0.0,99402.51,0.54,18.69,0.0,0.1904,-0.00201,18192594.54,26204746.03,2.5021,2.318,315.27,0.7112757519738152,0.7029130847082615
2000-02-16,17.5,11.24,66.72,0.0,99232.93,0.51,352.64,0.0,0.1822,-0.002058,18054581.96,26920184.48,2.5017,2.3154,381.62,0.7232617254437388,0.6905740195722293
2000-02-17,16.42,11.1,70.78,1.53,99042.75,0.69,278.17,0.0001,0.1833,-0.002105,17761903.48,26622190.63,2.5011,2.3124,381.97,0.7350336741329413,0.6780306024735382
2000-02-18,16.46,7.58,55.74,0.58,99147.71,0.83,324.02,0.0001,0.1844,-0.002416,18498430.49,25308243.82,2.5007,2.3095,612.09,0.746588114532413,0.6652865452111116
2000-02-19,16.37,5.56,48.77,0.03,99165.5,0.91,335.12,0.0,0.1777,-0.002537,20325081.34,24363435.17,2.5001,2.3066,517.69,0.7579216274973472,0.6523456189565257
2000-02-20,16.14,5.78,50.24,0.0,99161.99,0.67,309.72,0.0,0.1692,-0.002456,20556276.39,24446684.57,2.4997,2.3037,508.07,0.7690308592589181,0.6392116531380588
2000-02-21,17.09,6.95,51.27,0.01,99338.49,0.79,299.3,0.0,0.1618,-0.002369,19903260.48,25494199.6,2.4993,2.3007,526.02,0.7799125224167177,0.6258885343075018
2000-02-22,17.67,7.3,50.63,0.0,99357.07,0.92,307.83,0.0,0.1553,-0.002383,20605774.54,25038778.61,2.4987,2.2978,632.21,0.7905633969115482,0.612380204990065
2000-02-23,17.57,6.11,46.97,0.0,99343.49,0.84,343.97,0.0,0.1497,-0.002358,21282645.81,24670121.55,2.4983,2.2949,485.73,0.8009803309782905,0.5986906625177214
2000-02-24,18.17,7.64,50.21,0.0,99250.85,0.95,3.51,0.0,0.145,-0.00222,21190836.76,25364614.33,2.4977,2.292,455.74,0.8111602420785621,0.5848239578463322
2000-02-25,17.96,6.64,47.51,0.0,99103.67,0.81,30.04,0.0,0.1411,-0.002136,21443037.35,25165349.42,2.4972,2.289,468.35,0.8211001178128892,0.5707841943569036
2000-02-26,17.09,8.2,55.82,0.13,99083.21,0.52,337.13,0.0,0.1388,-0.001788,18654937.27,26305201.7,2.4967,2.2861,563.69,0.8307970168121247,0.5565755266413303
2000-02-27,16.96,9.01,59.48,0.09,99188.84,0.68,325.15,0.0,0.1375,-0.001619,16283190.09,27401676.1,2.4963,2.2832,573.44,0.8402480696078469,0.5422021592729844
2000-02-28,16.62,9.64,63.41,0.39,99308.66,1.0,268.04,0.0,0.1379,-0.001554,15208994.52,27950839.72,2.4958,2.2802,541.69,0.8494504794814806,0.527668345562516
2000-02-29,17.15,10.33,64.19,0.0,99237.77,1.21,259.3,0.0,0.1366,-0.001462,14736252.44,28654923.11,2.4953,2.2773,599.34,0.8584015232918917,0.512978386299228
2000-03-01,17.61,11.6,67.83,0.0,98982.37,1.35,251.71,0.0,0.135,-0.001245,12927705.81,29579848.76,2.4948,2.2744,426.47,0.8670985522812081,0.4981366284784055
2000-03-02,18.34,11.73,65.35,0.93,98871.31,0.79,261.48,0.0001,0.1378,-0.001731,16279938.56,28635487.97,2.4943,2.2715,510.75,0.8755389928586302,0.4831474640149687
2000-03-03,18.87,11.44,62.01,0.01,98913.89,0.83,281.26,0.0,0.1381,-0.001956,18191615.35,27759126.79,2.4938,2.2685,619.06,0.8837203473619977,0.4680153284438345
2000-03-04,20.05,10.97,55.87,0.0,99034.5,0.95,263.89,0.0,0.1348,-0.002356,21935747.21,27507011.36,2.4933,2.2656,550.79,0.8916401947968874,0.45274469960737107
2000-03-05,21.06,11.17,53.21,0.23,98904.03,1.12,271.64,0.0,0.1333,-0.002139,19156643.29,28866089.09,2.4929,2.2627,477.13,0.8992961915530253,0.4373400963303323
2000-03-06,22.29,12.02,52.19,0.0,98907.39,0.89,310.68,0.0,0.131,-0.002226,20322018.99,28748906.36,2.4924,2.2597,657.8,0.9066860720977985,0.4218060770826634
2000-03-07,22.16,11.05,49.36,0.48,98943.42,1.09,296.05,0.0,0.1313,-0.002409,21758173.45,28348271.03,2.4919,2.2568,607.5,0.9138076496466615,0.4061472386305789
2000-03-08,21.89,6.4,36.65,0.04,98669.4,1.3,352.8,0.0,0.1301,-0.002286,19899255.09,27778690.88,2.4914,2.2538,949.57,0.9206588168102428,0.3903682146763026
2000-03-09,20.34,8.4,46.22,0.0,98612.23,1.17,356.4,0.0,0.1279,-0.002102,21868851.09,26899559.89,2.4909,2.2509,606.45,0.9272375462179537,0.374473674486883
2000-03-10,19.77,10.82,56.3,0.01,98752.78,0.35,293.95,0.0,0.1263,-0.001815,20079013.8,27841598.5,2.4904,2.2479,573.58,0.9335418911179212,0.35846832151248087
2000-03-11,20.38,11.58,57.0,0.02,98785.77,0.7,247.33,0.0,0.1249,-0.002126,22777205.6,27676163.08,2.4899,2.245,666.81,0.9395699859530622,0.342356891994542
2000-03-12,21.1,12.4,57.55,1.26,98639.97,1.07,263.92,0.0001,0.1302,-0.002103,20672384.7,29069163.95,2.4895,2.2421,553.12,0.945320046913132,0.3261441535642696
2000-03-13,18.6,13.2,70.83,2.61,98818.02,1.44,262.83,0.0002,0.1457,-0.001828,15128946.54,29251224.58,2.489,2.2392,416.1,0.9507903724625832,0.3098349038318025
2000-03-14,20.32,12.84,62.15,0.33,98951.04,0.76,301.37,0.0001,0.1518,-0.002357,20613318.04,28742869.4,2.4884,2.2362,527.99,0.9559793438440766,0.2934339689665273
2000-03-15,21.5,10.71,50.22,0.15,98803.19,0.98,342.85,0.0,0.147,-0.002306,22135638.84,27851345.7,2.488,2.2333,622.59,0.9608854255574977,0.27694620226893646
2000-03-16,21.39,11.7,53.98,0.05,98700.7,0.53,321.59,0.0,0.1418,-0.001987,19594556.55,28843673.8,2.4878,2.2311,588.41,0.9655071658143364,0.2603764827344581
2000-03-17,21.41,12.14,55.53,0.03,98689.18,0.75,287.89,0.0,0.1371,-0.002278,22982542.26,28051901.46,2.4875,2.229,663.53,0.969843196967294,0.24372971360968387
2000-03-18,21.76,12.27,54.82,0.82,98892.49,0.94,268.72,0.0,0.1375,-0.002355,22440666.93,28650984.88,2.4872,2.2268,659.16,0.9738922359149924,0.22701082094141847
2000-03-19,23.1,9.35,41.61,0.0,98903.71,0.99,328.03,0.0,0.1356,-0.002536,23960306.26,27829697.57,2.4871,2.2246,867.13,0.9776530844816641,0.2102247521189836
2000-03-20,23.05,7.59,37.05,0.0,98929.39,0.83,334.91,0.0,0.1311,-0.00253,24667072.71,27116446.13,2.4868,2.2225,738.7,0.981124629771712,0.19337647441020586
2000-03-21,22.8,9.07,41.59,0.13,99095.56,0.97,285.25,0.0,0.1284,-0.002465,24241485.19,27618002.76,2.4866,2.2203,703.19,0.984305844499033,0.17647097349152166
2000-03-22,24.32,8.35,36.14,0.1,99064.2,1.65,257.44,0.0,0.1261,-0.002506,24163583.71,28888899.61,2.4863,2.2181,684.65,0.9871957872910085,0.15951325197263655
2000-03-23,18.14,14.69,80.28,12.75,99442.31,1.16,254.03,0.0003,0.2156,-0.001863,10481231.34,29990133.42,2.486,2.216,354.21,0.9897936029670716,0.14250832791617088
2000-03-24,20.59,12.95,61.6,1.14,99408.55,0.68,308.49,0.0001,0.2544,-0.003074,21341409.89,28362830.52,2.4858,2.2138,566.65,0.992098522791769,0.12546123335273648
2000-03-25,22.87,11.31,48.07,0.0,99326.61,0.78,330.64,0.0,0.227,-0.003556,24954666.81,27995238.35,2.4856,2.2117,584.17,0.9941098647022418,0.10837701279187609
2000-03-26,23.55,12.35,49.41,0.12,99335.58,0.81,291.07,0.0,0.202,-0.003251,23201844.14,29434743.19,2.4853,2.2095,587.24,0.9958270335100595,0.09126072172931188
2000-03-27,23.14,12.94,52.65,0.72,99313.87,1.27,257.04,0.0,0.1879,-0.002928,20747941.35,29522172.17,2.4851,2.2074,599.79,0.9972495210773451,0.07411742515094437
2000-03-28,24.34,10.93,42.91,0.0,99203.15,1.45,270.1,0.0,0.1728,-0.003458,24822525.45,28976989.16,2.4849,2.2052,851.6,0.998376906467142,0.056952196034039754
2000-03-29,25.33,12.16,43.87,0.0,99137.91,1.22,277.45,0.0,0.1574,-0.00327,25103643.3,29630664.8,2.4847,2.2031,829.22,0.9992088560679753,0.03977011384605572
2000-03-30,26.75,15.13,48.95,0.0,98809.15,0.98,289.22,0.0,0.1461,-0.002918,24242429.92,31250509.46,2.4844,2.2008,781.8,0.9997451236925734,0.022576263041545485
2000-03-31,28.47,16.66,48.78,0.0,98562.13,0.7,276.74,0.0,0.1379,-0.002872,24999905.65,31987947.49,2.4842,2.1987,728.42,0.9999855506507186,0.005375731557583884
2000-04-01,29.07,14.5,41.03,0.0,98285.55,1.03,322.56,0.0,0.132,-0.002868,24954519.36,31105734.12,2.484,2.1966,891.2,0.9999300657962057,-0.011826390691832589
2000-04-02,29.27,11.44,33.22,0.0,98125.42,1.26,0.97,0.0,0.1277,-0.002756,25821766.35,30353101.4,2.4837,2.1944,782.38,0.9995786855478958,-0.029025013321975237
2000-04-03,28.34,12.19,36.83,0.0,98380.22,0.8,355.1,0.0,0.1246,-0.002599,25841182.57,30434770.11,2.4835,2.1922,673.47,0.9989315138848577,-0.046215046983708354
2000-04-04,28.98,12.11,35.31,0.0,98320.37,0.91,327.53,0.0,0.1223,-0.00262,25736630.63,30132929.08,2.4833,2.1901,869.97,0.9979887423155984,-0.06339140486951038
2000-04-05,29.15,9.58,29.54,0.0,98232.62,1.13,339.39,0.0,0.1205,-0.002612,26164890.35,29563728.4,2.483,2.1879,911.73,0.9967506498213929,-0.08054900421874167
2000-04-06,28.59,8.17,27.76,0.0,98355.25,1.11,336.07,0.0,0.119,-0.002584,26703124.0,28862216.11,2.4828,2.1858,878.19,0.9952176027737294,-0.09768276782171598
2000-04-07,28.52,8.51,28.51,0.0,98624.36,0.72,337.5,0.0,0.1179,-0.002524,26642154.3,29252115.05,2.4825,2.1836,773.41,0.9933900548258936,-0.11478762552212701
2000-04-08,28.84,10.77,32.56,0.0,98347.74,0.93,319.95,0.0,0.1171,-0.002471,26606538.2,29916844.18,2.4822,2.1815,859.9,0.9912685467787256,-0.13185851571739118
2000-04-09,28.31,8.83,29.48,0.0,98338.27,0.82,294.34,0.0,0.1164,-0.00241,25466339.2,29380828.21,2.482,2.1793,1179.17,0.9888537064205885,-0.1488903868564548
2000-04-10,27.4,7.83,29.08,0.0,98472.45,0.89,282.3,0.0,0.116,-0.002409,26513033.38,29198403.19,2.4818,2.1771,1035.22,0.986146248341595,-0.16587819893463143
2000-04-11,27.83,9.73,32.24,0.0,98618.05,1.07,255.53,0.0,0.1156,-0.002298,26308625.25,29856889.37,2.4816,2.175,960.41,0.9831469737221499,-0.1828169249850199
2000-04-12,28.17,14.05,42.01,0.0,98652.13,0.37,235.12,0.0,0.1153,-0.001904,24266416.3,31842645.61,2.4813,2.1728,844.38,0.9798567700958665,-0.1997015525660636
2000-04-13,27.66,16.49,50.62,1.99,98460.74,0.45,216.31,0.0,0.1292,-0.001858,21834436.13,32511471.63,2.4811,2.1706,674.87,0.9762766110869321,-0.21652708524481437
2000-04-14,27.68,18.02,55.67,5.56,98430.7,0.95,235.45,0.0002,0.1555,-0.002249,21025658.66,33474424.08,2.4809,2.1685,781.76,0.9724075561219968,-0.23328854407545518
2000-04-15,24.54,19.03,71.41,18.16,98708.21,1.02,239.46,0.0003,0.3032,-0.003505,19768003.43,32874379.84,2.4806,2.1663,534.7,0.9682507501166718,-0.2499809690726521
2000-04-16,25.79,18.41,63.78,2.01,98699.64,0.87,265.98,0.0001,0.3022,-0.003713,20175436.96,32820858.78,2.4831,2.1832,647.47,0.9638074231367307,-0.26659942067929354
2000-04-17,25.82,17.48,60.05,1.95,98554.68,1.19,275.34,0.0001,0.2691,-0.003988,21751616.69,32403403.48,2.4855,2.2009,644.04,0.9590788900341131,-0.28313898122818354
2000-04-18,27.38,18.7,59.17,0.11,98669.23,0.82,247.99,0.0,0.2381,-0.003423,21074938.56,33251217.97,2.4881,2.2186,701.54,0.9540665500578387,-0.2995947563972602
2000-04-19,26.44,20.01,67.78,7.19,98707.52,0.96,247.12,0.0002,0.2489,-0.003374,21392048.87,34063402.58,2.4906,2.2362,555.83,0.9487718864399473,-0.31596187665790293
2000-04-20,24.66,19.86,74.67,29.18,98570.04,1.24,257.96,0.0003,0.3491,-0.004067,19331621.99,34197454.57,2.4931,2.2539,456.75,0.9431964659565866,-0.33223549871590435
2000-04-21,25.28,20.49,74.82,11.56,98547.83,0.91,260.73,0.0003,0.3747,-0.004053,19655032.32,34063257.27,2.4956,2.2716,507.72,0.9373419384643772,-0.3484108069446808
2000-04-22,25.87,20.74,73.35,5.78,98586.83,0.95,266.98,0.0002,0.3636,-0.004069,19732700.41,33935400.66,2.4982,2.2893,447.61,0.9312100364121947,-0.3644830148102912
2000-04-23,26.99,20.14,66.17,9.17,98423.98,0.7,260.37,0.0002,0.3511,-0.004682,23576788.34,33420958.92,2.5007,2.307,567.47,0.9248025743285089,-0.38044736628785164
2000-04-24,24.1,19.42,75.12,37.89,98383.11,1.01,260.58,0.0003,0.3974,-0.004376,20850237.15,33355543.94,2.5032,2.3246,505.9,0.9181214482844364,-0.39629913726891813
2000-04-25,23.47,20.22,81.99,11.67,98249.77,0.69,243.59,0.0003,0.4124,-0.004058,20177911.58,33815364.87,2.5058,2.3423,377.38,0.9111686353326631,-0.41203363695942635
2000-04-26,25.08,20.18,74.26,0.66,98392.04,0.76,200.46,0.0001,0.3848,-0.003244,14585952.85,34742513.73,2.5082,2.36,614.36,0.9039461929224011,-0.42764620926777464
2000-04-27,25.3,20.47,74.65,1.3,98326.14,0.89,217.44,0.0001,0.3615,-0.003809,17990700.95,34828370.54,2.5108,2.3777,575.49,0.8964562582905575,-0.44313223418263453
2000-04-28,24.13,20.9,82.19,5.88,98273.5,1.02,247.2,0.0002,0.3765,-0.003084,14055135.06,34456019.4,2.5133,2.3954,397.79,0.8887010478292915,-0.45848712914008766
2000-04-29,26.07,20.62,71.96,1.29,98381.39,1.11,263.42,0.0001,0.3486,-0.005055,24299282.61,33268747.4,2.5158,2.4131,548.75,0.8806828564301475,-0.47370635037968
2000-04-30,26.83,20.86,69.83,0.75,98384.91,0.83,261.49,0.0001,0.3277,-0.004925,24022105.78,33486772.92,2.5184,2.4308,574.39,0.8724040568049612,-0.48878539428899265
2000-05-01,27.55,19.94,63.24,1.0,98295.58,1.07,254.38,0.0,0.3089,-0.005354,25638051.02,32980003.62,2.5209,2.4485,628.06,0.8638670987837349,-0.503719798736334
2000-05-02,27.23,20.89,68.33,1.87,98595.18,0.61,196.26,0.0001,0.2985,-0.00478,23647162.2,34042522.61,2.5234,2.4662,616.52,0.8550745085896932,-0.518505144391157
2000-05-03,27.46,21.06,68.11,0.42,98833.28,1.03,191.58,0.0,0.2892,-0.003885,18227645.93,34759766.39,2.526,2.4839,757.87,0.8460288880917339,-0.533137056031809
2000-05-04,28.45,20.77,63.15,0.01,98837.11,0.86,196.33,0.0,0.2707,-0.003974,19320550.88,34786470.92,2.5285,2.5015,729.9,0.8367329140344921,-0.5476112038402312
2000-05-05,28.39,20.99,64.25,0.34,98912.15,1.04,213.31,0.0,0.2543,-0.004295,21343835.89,34654193.5,2.531,2.5192,655.64,0.8271893372462497,-0.5619233046832195
2000-05-06,28.52,21.13,64.31,6.37,98859.23,0.98,230.98,0.0001,0.2572,-0.004526,22327706.06,34757591.69,2.5335,2.5369,690.97,0.8174009818249189,-0.5760691233798758
2000-05-07,26.01,21.63,76.85,5.03,98874.74,0.93,242.29,0.0002,0.3207,-0.003503,16770672.36,34354515.27,2.536,2.5546,504.83,0.8073707443023492,-0.5900444739548627
2000-05-08,27.28,21.75,71.84,2.43,98754.57,0.74,263.89,0.0001,0.3096,-0.004407,22191537.4,34195737.77,2.5385,2.5723,555.01,0.7971015927871943,-0.6038452208771035
2000-05-09,28.58,21.43,65.31,2.19,98674.18,0.85,276.09,0.0001,0.2883,-0.00482,23518780.9,34543017.64,2.5411,2.5899,720.66,0.7865965660866021,-0.6174672802835514
2000-05-10,29.17,21.89,64.88,0.45,98466.77,0.86,285.11,0.0001,0.2778,-0.004834,22721070.89,35485474.59,2.5437,2.6076,614.19,0.7758587728069828,-0.6309066211876704
2000-05-11,31.12,22.52,60.29,0.12,98284.96,0.6,281.9,0.0,0.2532,-0.004575,22633489.83,35887829.39,2.5461,2.6253,685.56,0.7648913904341225,-0.6441592666722685
2000-05-12,31.21,23.77,64.68,3.14,98268.77,0.74,271.98,0.0001,0.2395,-0.004466,22489047.25,36558337.82,2.5487,2.643,566.74,0.753697664392914,-0.6572212950663319
2000-05-13,31.77,23.79,62.73,0.51,98165.42,1.02,284.25,0.0001,0.245,-0.005183,24155213.3,36627981.99,2.5512,2.6607,713.38,0.742280907086982,-0.6700888411055113
2000-05-14,30.83,23.97,66.91,8.29,98136.7,0.54,273.91,0.0002,0.2535,-0.004545,22240885.6,36715431.74,2.5537,2.6784,645.38,0.7306444969184916,-0.6827580970759147
2000-05-15,30.08,24.01,70.04,27.77,98119.49,0.31,253.51,0.0003,0.3283,-0.004796,22500072.27,36530675.4,2.5563,2.6961,686.28,0.7187918772884232,-0.6952253139408722
2000-05-16,26.61,23.91,85.14,23.54,98130.72,0.67,251.18,0.0004,0.4029,-0.003257,13158709.17,36419853.52,2.557,2.701,307.73,0.7067265555776158,-0.7074868024503348
2000-05-17,27.61,23.57,78.67,9.81,97930.03,0.55,244.34,0.0003,0.3928,-0.004211,18737084.86,36289202.84,2.5577,2.7055,482.44,0.6944521021088763,-0.719538934232584
2000-05-18,27.6,23.13,76.66,6.9,97840.06,1.1,268.18,0.0002,0.3922,-0.004421,18441339.27,36102939.96,2.5584,2.7099,542.08,0.6819721490904629,-0.7313781428679254
2000-05-19,27.37,23.34,78.67,51.48,97940.58,0.73,260.62,0.0003,0.4065,-0.005094,21194603.2,36621506.43,2.5591,2.7143,417.31,0.6692903895412567,-0.7430009249440493
2000-05-20,24.84,23.22,90.71,18.42,98224.44,0.91,199.54,0.0005,0.4213,-0.002014,6995513.48,36919100.69,2.5598,2.7187,473.56,0.6564105761979381,-0.7544038410927472
2000-05-21,24.86,22.38,86.14,4.68,98254.13,0.92,223.79,0.0003,0.4084,-0.002306,9688179.17,36007944.66,2.5605,2.7231,301.06,0.6433365204044917,-0.765583517007675
2000-05-22,26.84,23.11,80.06,3.4,98258.6,0.83,155.68,0.0002,0.3913,-0.00445,20950550.01,35743553.49,2.5612,2.7275,567.62,0.6300720909843687,-0.7765366444428655
2000-05-23,27.72,22.85,74.84,13.89,98211.38,0.53,149.1,0.0002,0.3847,-0.004458,20144214.94,35910759.9,2.562,2.7319,540.37,0.6166212130956382,-0.7872599821916922
2000-05-24,25.46,23.99,91.55,47.51,97991.65,0.51,192.77,0.0004,0.4224,-0.002162,9340968.55,36710701.88,2.5627,2.7364,226.3,0.6029878670694714,-0.7977503570459932
2000-05-25,26.34,24.08,87.43,7.84,97755.36,0.69,164.86,0.0003,0.414,-0.002717,12329957.87,37142755.43,2.5633,2.7407,222.18,0.5891760872322963,-0.8080046647350754
